"source","source_place_id","name","region","sigungu","category","description","road_address","lot_address","latitude","longitude","phone","website_url","image_url","duration_minutes","indoor","rain_ok","family_friendly","parking_available","wheelchair_accessible","pet_friendly","requires_reservation","price_min","price_max","status","public_transport_score","source_url","source_updated_at","last_verified_at","license","quality_status"
"gwangju_tour","nature.cs:2","광주호 호수생태원","광주","북구","자연·경관","광주호는 1976년 완공된 이래 광주와 담양군 일대 농업용수로 활용하고 있는 인공 호수다. 광주호 상류에 2006년 개장한 광주호 호수생태원은 다양한 동식물에게 서식처를 제공하며 생태계 보전에 기여하고 있다. 진달래, 개나리, 자산홍, 장미, 철쭉, 수국 등 형형색색의 야생화가 핀 테마별 꽃 단지와 부엽식물원이 있어 다양한 생물을 관찰할 수 있고, 버들길, 풀피리길, 별뫼길, 가물치길, 돌밑길 등의 산책길에는 각각의 이름과 주제에 맞는 볼거리로 가득하다. 호수생태원 주변에는 환벽당, 취가정 등 조선 시대 가사 문학의 산실이라 할 수 있는 정자들이 있다. 송강 정철이 '성산별곡' '식영정 20영' 등의 한시를 남긴 식영정, 조선 시대 정원 문화의 진수를 보여주는 소쇄원과도 가깝다. [출처: 광주 트래블 컬렉션]","전남광주통합특별시 북구 충효샘길 7","","35.1837599","127.0010319","062-613-7892","https://www.gwangju.go.kr/envi/contentsView.do?pageId=envi53","https://tour.gwangju.go.kr/uploads/tour/info/nature/201611080307355400.jpg","90","False","False","True","True","True","True","","","","active","0.7","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=2","","","","draft"
"gwangju_tour","nature.cs:360","무등산 국립공원","광주","동구","자연·경관","2025~2026 한국관광100선 선정 국가지질공원이자 유네스코 세계지질공원으로 지정된 무등산국립공원은 전체면적 75.425㎢, 해발1,187m로 광주,담양,화순에 걸쳐 있다. 서석대, 입석대로 불리는 주상절리(용암이 식을 때 수축하여 생기는 절리 중에 단면의 형태가 오각형이나 육각형의 기둥 모양인 것)을 포함해 기암괴석 등 61개의 자연경관을 자랑한다. 수달, 상제나비, 삵, 담비, 하늘다람쥐, 으름난초 등 멸종위기종 8종을 포함해 총 4,012종의 동식물이 서식하는 것으로 알려져 있다. 신의 돌기둥으로 불리는 주상절리, 광주문화재자료 제1호 천년고찰 증심사, 조선시대 가사문학의 정취가 담긴 가사문화권, 문화·예술의 혼이 서린 운림동 미술관, 원효계곡의 산세 속에 위치한 원효사 등 무등산국립공원은 광주의 모든 것을 품고 있다. 뿐만 아니라 청록색의 무등산 수박과 소박한 건강식인 무등산보리밥도 맛볼 수 있다. 광주 도심에 위치해 있어서 계절마다 수많은 사람들이 찾는다.","전남광주통합특별시 동구 동산길 29","","35.144143","126.989029","062-227-1187","http://knps.or.kr/front/portal/visit/visitCourseMain.do?parkId=122000&amp;menuNo=7020090","https://tour.gwangju.go.kr/uploads/tour/info/nature/201611140956499200.jpg","90","False","False","True","True","True","","","0.0","0.0","active","0.7","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=360","","","","draft"
"gwangju_tour","nature.cs:1395","광주시립수목원","광주","남구","자연·경관","타 지역의 자연환경이 우수한 지역에 설치된 수목원과는 다르게 , 광주시립수목원은 시민들이 혐오시설로 인식하고 외면 받고 있는 광역 위생 쓰레기 매립장 주변 훼손지를 수목을 식재하여 자연생태환경을 복원하고 편의시설을 설치하는 등의 수목원 조성사업을 통해 , 시민들에게 휴식과 정서 함양 등을 할 수 있는 공간을 제공하는 등 토지이용 효율을 제공합니다","전남광주통합특별시 남구 도동길 142","","35.0943489","126.8832154","062-613-7864","https://www.gwangju.go.kr/envi/contentsView.do?pageId=envi295","https://tour.gwangju.go.kr/uploads/tour/info/nature/202401030159238270.png","90","False","False","False","True","True","False","","0.0","0.0","active","0.7","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=1395","","","","draft"
"gwangju_tour","nature.cs:255","광주천","광주","동구","자연·경관","무등산 남쪽 자락, 용추계곡에서 발원해 도심을 관통한 뒤 영산강으로 합류하는 하천, 천연기념물이자 멸종 위기 종인 수달과 원앙, 황조롱이, 소쩍새, 삵, 말똥가리 등이 서식한다. 광주천은 조선 시대부터 현재까지 도시 역사에서 중요한 의미를 지닌 장소다. '조탄강'이라 불리던 조선 시대에는 강폭이 지금의 5배 이상이었으며, 드넓은 하천부지는 시민들의 놀이터이자 빨래터였다. 광주천 중류 조탄보에 가둔 물로 광주읍성 바깥에 해자를 지어 적의 침입을 막기도 했다. 일제강점기에에 '광주천'으로 이름이 바뀌었으며, 직강화 사업을 진행하면서 강폭이 좁아지고 수량도 줄었다. 1970년대에 광주천의 지류를 덮는 복개 사업을 본격화했는데, 그 결과 주요 지류는 하수구가 되고, 복개된 하천 위에는 도로와 시장이 생겼다. 광주천의 계속된 오염으로 환경단체와 시민들이 광주천 살리기 운동을 꾸준히 펼쳐 일부 수질개선과 천변 미화 등의 성과를 거두고 있다. [출처: 광주 관광 트래블 컬렉션]","전남광주통합특별시 동구 용연동 ~ 서구 유촌동","","35.146794","126.911871","062-613-4650","","https://tour.gwangju.go.kr/uploads/tour/info/nature/201611220808196400.jpg","90","False","False","False","","","","","0.0","0.0","active","0.7","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=255","","","","draft"
"gwangju_tour","nature.cs:1227","뒹굴동굴","광주","남구","자연·경관","이 동굴은 일제강점기에 만들어진 방공호 지하시설이다. 광주 도심에 거주하는 일본인들을 미국의 공습으로부터 대피시키기 위해 1940년대 사직공원 밑에 방공호를 건설하였다. 일본인 거주지역에 가깝고 양림산의 지반이 단단하여 안정된 대피가 가능했기 때문에 일본은 방공호를 건설하면서 당초에는 네곳의 입구를 두고 가운데 광장을 만들 계획이었으나, 단단한 화강암 지반으로 인하여 공사 진척이 느려져 완공되지 못한 채 전쟁이 종료되었다. 현재는 일제강점기 잔재물로서 역사문화 유적지로 운영 중이다.","전남광주통합특별시 남구 사동 177-38","","35.142805","126.915384","062-607-2332","","https://tour.gwangju.go.kr/uploads/tour/info/nature/202106301059031990.jpg","90","False","False","False","","","","","","","active","0.7","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=1227","","","","draft"
"gwangju_tour","history.cs:1146","4·19민주혁명 역사관","광주","동구","역사·전통","‘4·19민주혁명 역사관’은 초·중·고 학생들의 역사문화체험학습 공간으로 운영된다. 특히 정의와 자유, 평화로 상징되는4·19민주이념을 학생들이 잘 체험할 수 있도록 전시 공간을 조성했다. 상설전시관의 바닥은 4·19민주혁명 당시의 신문기사들로 꾸몄다. 입구 정면은 광주 4·19혁명 최초로 광주고 학생들이 교문을 박차고 나와 구호를 외치는 모습을 담은 사진을 확대 전시했다. ‘광주 4·19, 그 날의 일들’을 주제로 묶인 전시에는 광주 4·19혁명 전개 과정을 시간대별로 게시했다. 3·15장송시위부터 이홍길 하숙집 모의, 광주교 교장실 대치, 타종, 광주고 교문 돌파, 시내시위, 경찰 발포의 과정이 생생하게 담겼다. 또 광주 4·19혁명 주역들인 이병열, 김영용, 윤승웅 씨 등의 증언도 함께 전시한다.","전남광주통합특별시 동구 중앙로 302","","35.158572","126.920968","062-225-0419","","https://tour.gwangju.go.kr/uploads/tour/info/history/202108270447422340.jpg","90","False","False","False","","","","","","","active","0.7","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1146","","","","draft"
"gwangju_tour","history.cs:1171","4·19혁명기념관","광주","동구","역사·전통","광주4·19혁명기념관은 전국에서 유일하다. 3·15부정선거 첫 규탄 이른바 곡(哭)민주주의 장송’ 봉기가 4·19혁명의 첫 횃불로 도화선을 그었던 역사적 상징성을 지니고 있다. 이 기념관은 4·19혁명 46년만에 광주광역시 제4기 박광태 시장의 용단으로 건립된 것으로 매년 1천여명의 전국방문객을 맞고 있다.","전남광주통합특별시 동구 계림동 562-6","","35.16148576","126.9187832","062-234-0149, 062-224-0419","https://minjuroad.kdemo.or.kr/location/251","https://tour.gwangju.go.kr/uploads/tour/info/history/202108270448561450.jpg","90","False","False","False","","","","","","","active","0.7","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1171","","","","draft"
"gwangju_tour","history.cs:1073","5·18민주화운동기록관","광주","동구","역사·전통","광주광역시에서는 세계기록유산 소장기관으로 인류의 공동유산인 5·18민주화운동 기록유산을 체계적으로 수집하여 영구보존하고 5·18의 역사적 의미를 세계인들과 함께 공유하기 위해 5·18민주화운동기록관을 설립하였습니다. 1980년 5월 역사적 현장이었던 옛 광주가톨릭센터에 자리한 5·18민주화운동기록관에는 그동안 여러 곳에 흩어져 있던 5·18기록물들이 체계적으로 수집·보관되어 있습니다. 5·18의 발발과 진압을 비롯한 원천자료에서부터 문서, 음향, 구술, 학술, 문화적 재현물, 정부기관과 군사사법기관의 자료,시민들의 기록과 증언, 기자들의 사진과 취재수첩, 피해자들의 병원진료 기록 등 4천2백여 권, 86만 페이지, 사진 필름 3천7백여 컷에 달하는 등재 기록물이 수장고에 영구 보존되어 있습니다. 정기해설: (월~토) 10:00, 11:00, 14:00, 15:00, 16:30 / (일) 10시, 11시, 14시30분, 16시 (단체 예약 062-613-8288) ※ 40~50분 소요(단체 일정에 따라 시간조정 가능)","전남광주통합특별시 동구 금남로 221 (금남로 3가 3-5)","","35.1495769","126.9168483","062-613-8299","http://www.518archives.go.kr/ ","https://tour.gwangju.go.kr/uploads/tour/info/history/202108270450188020.jpg","90","False","False","True","","True","False","","0.0","0.0","active","0.7","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1073","","","","draft"
"gwangju_tour","history.cs:140","고원희 가옥","광주","남구","역사·전통","임진왜란 때 금산(錦山) 전투에서 전사한 의병장 고경명(高敬命)의 옛 집터를 그 후손들이 여러차례 고쳐지은 집이다. 이 집은후손들이 여러 차례 고쳐 지은 집으로 현존 가옥은 1917년 건축한 것이다. 예전에는 더 많은 건물이 있었는데 현재는 사랑채, 안채, 곳간채, 사당, 대문등이 남아있다. 대문은 정면 세칸 측면 한칸이다. 사랑채는 정면 네칸 측면 한칸으로 앞뒤로 마루가 있는 팔작 기와집이다. 다듬돌 바른층 쌓기의 두벌대 기단위에 덤병주초석을 놓고 원형기둥을 세웠다. 기둥 위에는 우미량과 굴도리, 장혀를 보아지와 함께 결합하였다. 평면은 좌로부터 한칸의 방 3개와 한칸의 대청을 1단 높혀 누(樓)마루로 되어 있다. 안채는 정면 여섯칸, 측면 한칸에 전후좌우에 마루가 있는 팔작 기와집이다. 다듬돌 바른층 쌓기의 외벌대 기단위에 덤벙 주초석을 놓고 앞열은 원형 그 외는 사각기둥을 세웠다. 원형 기둥위에는 우미량과 굴도리, 장혀를 보아지와 함께 결합하였다. 내부가구는 고주위에 대량을 걸치고 판대공을 놓았으며 구 위에 종도리를 놓았다. 평면은 좌로부터 한칸반의 부엌, 두칸의 대청, 한칸의 방으로 되어 있다. 창호는 전체가 양쪽으로 열어지는 문이며, 방으로 되어 있고 그 위에 넉살창이 있다. 숭정기원후오갑정사윤이월초구일(崇禎紀元後五甲丁巳閏二月初九日)이라는 상량문에 글씨가 쓰여 있는데 이것으로 건립연대가 1917년임을 알수 있다. 사당은 고경명장군과 그 아들 종후, 인후 형제의 부조묘이다. 이 사당은 정면 세칸 측면 한칸으로 앞에만 마루가 있으며 맞배지붕이다. 외별대의 낮은 기단위에 덤벙 주초석을 놓고 현형기둥을 세웠다. 기둥 위에는 첨자형의 포로 결합하였고, 초익공 위에는 용두를 빼내고 장혀와 굴도리를 얹었다. 내부가구는 대량위에 동자주를 얹고 종보를 걸친 뒤 그 위에 다시 판대공을 놓았으며, 겹처마에 조잡한 모조 단청을 하고 있다. 건립연대는 안채보다 빠른 시기로 추측된다.","전남광주통합특별시 남구 압촌길 78","","35.0925655","126.8385147","062-607-2332","","https://tour.gwangju.go.kr/uploads/tour/info/history/201805150507029420.jpg","90","False","False","False","False","","","","","","active","0.5","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=140","","","","draft"
"gwangju_tour","history.cs:1268","광주 3.1 만세운동 기념비","광주","남구","역사·전통","광주는 일제강점기 시절 광주학생운동을 시작으로 다양한 독립운동이 펼쳐진 고장이다. 이러한 고장에서 3·1 만세운동이 벌어진 것은 당연한 결과이다. 이러한 광주지역의 3·1 만세운동을 기념하고 당시의 넋을 기리기 위해 만들어진 것이 “광주 3.1 만세운동 기념비”이다. 1995년 5월 10일에 건립한 이 기념비는 양림동 256번지 수피아여고 후문 안에 자리 잡고 있다. 앞면에는 ""광주 3·1 만세운동 기념""이라고 새겨져 있고, 뒷면은 1919년 3월 10일 광주 3·1 만세운동에 앞장섰기 때문에 옥고를 치른 수피아 학생들의 이름을 새겨 길이 기념하고자 했다. * 당시의 넋을 기리는 기념비의 추모시 * 기념비에는 박순애, 이태옥, 김양순, 윤혈녀, 김덕순, 조옥희, 이금봉, 하영자, 강화선, 이라혈, 최수향, 김만순, 홍순해 등 23명의 명단이 새겨져 있으며, 옆면은 ""역사의 별이 되어"" 라는 추모시가 다음과 같이 새겨져 있다.천추에 이름 석자 누구나 남기는가, 기미년 3·1 운동 선두에 서서 구국의 일념으로 충성을 맹세하고 태극기 앞에 두고서 독립만세를 외쳤네. 일제의 총칼 앞에 나라가 침탈 당하자 자유 없는 속박에서 사느니보다 사슬을 끊기 위해 목숨 걸고 싸웠네. 모진 고문을 당하여도 이겨낸 고결한 애국 얼이 역사의 별이 되어 무궁토록 빛나네. * 규 모: 넓이 4㎡ 길이 7m * 형 상: 3·1 운동 때 여학생들이 태극기를 들고 만세를 부르고 있는 형상","전남광주통합특별시 남구 백서로 13(양림동)","","35.13676199","126.9096947","062-670-3008","","https://tour.gwangju.go.kr/uploads/tour/info/history/202203030552079800.jpg","90","False","False","False","","","","","","","active","0.7","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1268","","","","draft"
